sub_region_1,date,workplaces_percent_change_from_baseline,Predicted
California,2/26/2022,-12,-12.72198389
California,2/26/2022,-16,-15.23091059
California,2/26/2022,-17,-14.67614812
California,2/26/2022,-10,-16.57175728
California,2/26/2022,-5,-13.08970313
California,2/26/2022,-16,-18.63448398
California,2/26/2022,-12,-12.7476061
California,2/26/2022,-20,-16.08949471
California,2/26/2022,-5,-14.91062598
California,2/26/2022,-20,-16.07953215
California,2/26/2022,-10,-15.47223902
California,2/26/2022,-2,-2.492843893
California,2/26/2022,-10,-14.60287654
California,2/26/2022,-16,-15.4984207
California,2/26/2022,-13,-14.88258588
California,2/26/2022,-5,-11.5244433
California,2/26/2022,-14,-15.8199192
California,2/26/2022,-16,-15.38333983
California,2/26/2022,-7,-14.02138844
Pennsylvania,2/26/2022,-12,-12.34123312
Pennsylvania,2/26/2022,-3,-13.8492443
Pennsylvania,2/26/2022,4,-2.634042407
Pennsylvania,2/26/2022,2,-9.246655023
Pennsylvania,2/26/2022,-12,-13.98149115
Pennsylvania,2/26/2022,2,-9.741681851
Pennsylvania,2/26/2022,-6,-6.133905843
Pennsylvania,2/26/2022,-6,-9.172017513
Pennsylvania,2/26/2022,-13,-10.16042011
Pennsylvania,2/26/2022,-7,-10.60456086
Pennsylvania,2/26/2022,-1,-4.213406782
Pennsylvania,2/26/2022,4,-8.944760184
Pennsylvania,2/26/2022,-1,-3.492459456
Pennsylvania,2/26/2022,-11,-14.54477246
Pennsylvania,2/26/2022,-5,-3.187754535
Pennsylvania,2/26/2022,-1,-11.24462714
Pennsylvania,2/26/2022,-3,-7.409444911
Pennsylvania,2/26/2022,-13,-14.21236109
Pennsylvania,2/26/2022,-1,-8.579887352
Pennsylvania,2/26/2022,-2,-9.002279712
Pennsylvania,2/26/2022,-6,-2.510627989
Wyoming,2/26/2022,-2,-9.907895595
Wyoming,2/26/2022,-11,-7.607527543
California,2/27/2022,-13,-11.55320864
California,2/27/2022,-12,-12.36794758
California,2/27/2022,-17,-13.22369809
California,2/27/2022,-6,-13.06371827
California,2/27/2022,-13,-17.74889762
California,2/27/2022,-6,-13.01353704
California,2/27/2022,-5,-11.6993643
California,2/27/2022,-8,-15.41364398
California,2/27/2022,-16,-13.84815071
California,2/27/2022,-5,-8.487773694
California,2/27/2022,-9,-14.62773322
California,2/27/2022,-18,-18.10284366
California,2/27/2022,-3,-4.448821935
California,2/27/2022,-20,-16.13388939
California,2/27/2022,-11,-5.098540938
California,2/27/2022,-9,-15.67873219
California,2/27/2022,0,-7.896336969
California,2/27/2022,-12,-16.06301935
California,2/27/2022,-12,-12.97330231
California,2/27/2022,-16,-15.96822506
California,2/27/2022,-13,-14.88917452
California,2/27/2022,-11,-14.9548253
California,2/27/2022,-6,-8.18175376
California,2/27/2022,-16,-17.39487283
California,2/27/2022,-14,-12.16248189
California,2/27/2022,-13,-17.09298613
California,2/27/2022,-1,-13.08821007
California,2/27/2022,-17,-15.13343741
California,2/27/2022,-10,-12.30158361
California,2/27/2022,-12,-8.993828669
California,2/27/2022,-14,-14.20294221
California,2/27/2022,-13,-12.76767109
California,2/27/2022,-12,-12.06259719
California,2/27/2022,-15,-16.94443716
California,2/27/2022,-13,-15.14251925
California,2/27/2022,-9,-12.25108915
Pennsylvania,2/27/2022,-10,-11.20245356
Pennsylvania,2/27/2022,2,-2.559507852
Pennsylvania,2/27/2022,0,-8.947249209
Pennsylvania,2/27/2022,1,-10.29710501
Pennsylvania,2/27/2022,-5,-6.174689797
Pennsylvania,2/27/2022,-12,-6.893736683
Pennsylvania,2/27/2022,-17,-14.42125261
Pennsylvania,2/27/2022,-4,-7.857075029
Pennsylvania,2/27/2022,1,-6.665918728
Pennsylvania,2/27/2022,-8,-8.337500364
Pennsylvania,2/27/2022,-6,-2.727846547
Pennsylvania,2/27/2022,-2,-11.67128136
Pennsylvania,2/27/2022,-5,-1.026371666
Pennsylvania,2/27/2022,-3,-11.6169101
Pennsylvania,2/27/2022,-19,-16.09648378
Pennsylvania,2/27/2022,-3,-5.501992074
Pennsylvania,2/27/2022,-10,-1.231357531
Pennsylvania,2/27/2022,4,-6.867056506
Wyoming,2/27/2022,-3,-8.713200663
Wyoming,2/27/2022,-7,-6.779465902
California,2/28/2022,-40,-36.01097584
California,2/28/2022,-33,-25.20315555
California,2/28/2022,-26,-26.93967971
California,2/28/2022,-24,-27.28886881
California,2/28/2022,-10,-16.66108539
California,2/28/2022,-6,-6.869834268
California,2/28/2022,-17,-22.37702891
California,2/28/2022,-15,-14.73724803
California,2/28/2022,-10,-15.643089
California,2/28/2022,-29,-17.91170719
California,2/28/2022,-9,-16.02884509
California,2/28/2022,-36,-33.2310242
California,2/28/2022,-14,-24.74097119
California,2/28/2022,-8,-13.02616895
California,2/28/2022,-22,-14.43986947
California,2/28/2022,-23,-16.7832219
California,2/28/2022,-11,-21.29680103
California,2/28/2022,-29,-17.86398415
California,2/28/2022,-23,-21.80393411
California,2/28/2022,-19,-17.99943341
California,2/28/2022,-30,-29.31235776
California,2/28/2022,-21,-16.36143813
California,2/28/2022,-28,-27.51379207
California,2/28/2022,-55,-44.59293729
California,2/28/2022,-10,-24.18771739
California,2/28/2022,-23,-25.57821905
California,2/28/2022,-44,-40.72391582
California,2/28/2022,-19,-16.6088632
California,2/28/2022,-46,-44.03841763
California,2/28/2022,-30,-29.25722004
California,2/28/2022,-15,-13.93182883
California,2/28/2022,-21,-26.51786678
California,2/28/2022,-27,-16.79259449
California,2/28/2022,-20,-18.36282381
California,2/28/2022,-16,-21.86059772
California,2/28/2022,-26,-18.88806614
California,2/28/2022,-29,-27.37715542
Pennsylvania,2/28/2022,-32,-33.70356203
Pennsylvania,2/28/2022,-17,-20.34095684
Pennsylvania,2/28/2022,-8,-8.932405144
Pennsylvania,2/28/2022,-17,-28.9567035
Pennsylvania,2/28/2022,-24,-12.90874417
Pennsylvania,2/28/2022,-28,-31.77301686
Pennsylvania,2/28/2022,-26,-26.30124304
Pennsylvania,2/28/2022,-29,-16.48018424
Pennsylvania,2/28/2022,-28,-23.83446033
Pennsylvania,2/28/2022,-18,-14.68980136
Pennsylvania,2/28/2022,-9,-11.29790004
Pennsylvania,2/28/2022,-13,-14.2559964
Pennsylvania,2/28/2022,-19,-7.799466966
Pennsylvania,2/28/2022,-17,-15.66008966
Pennsylvania,2/28/2022,-16,-19.26819703
Pennsylvania,2/28/2022,-18,-15.55879602
Pennsylvania,2/28/2022,-31,-36.52130403
Pennsylvania,2/28/2022,-21,-14.6883946
Pennsylvania,2/28/2022,-30,-18.38882447
Pennsylvania,2/28/2022,-14,-19.42290403
Pennsylvania,2/28/2022,-16,-22.19963744
Pennsylvania,2/28/2022,-13,-16.25603212
Wyoming,2/28/2022,-7,-8.110463308
Wyoming,2/28/2022,-17,-6.762021997
California,3/1/2022,-40,-36.76091122
California,3/1/2022,-32,-25.7114819
California,3/1/2022,-29,-26.47178057
California,3/1/2022,-20,-23.0779117
California,3/1/2022,-15,-18.22152356
California,3/1/2022,-10,-8.56760998
California,3/1/2022,-17,-17.5190742
California,3/1/2022,-19,-23.33143704
California,3/1/2022,-29,-18.74745879
California,3/1/2022,-16,-19.74354354
California,3/1/2022,-35,-33.23696693
California,3/1/2022,-11,-19.83478339
California,3/1/2022,-8,-10.12709886
California,3/1/2022,-25,-14.88349278
California,3/1/2022,-24,-16.81035849
California,3/1/2022,-5,-24.55819431
California,3/1/2022,-28,-25.63916981
California,3/1/2022,-23,-22.09657579
California,3/1/2022,-22,-17.79639821
California,3/1/2022,-30,-29.61439343
California,3/1/2022,-23,-17.60449189
California,3/1/2022,-29,-26.70554172
California,3/1/2022,-52,-45.27745619
California,3/1/2022,-14,-25.00254486
California,3/1/2022,-24,-27.04298267
California,3/1/2022,-43,-45.38511566
California,3/1/2022,-23,-18.49658796
California,3/1/2022,-43,-41.39168453
California,3/1/2022,-33,-25.36438237
California,3/1/2022,-12,-10.38768488
California,3/1/2022,-20,-28.55006185
California,3/1/2022,-26,-18.87901891
California,3/1/2022,-21,-22.09217305
California,3/1/2022,-16,-22.00866402
California,3/1/2022,-25,-21.66151322
California,3/1/2022,-28,-26.0125398
Pennsylvania,3/1/2022,-30,-29.1922577
Pennsylvania,3/1/2022,-9,-11.30634063
Pennsylvania,3/1/2022,-15,-30.08816077
Pennsylvania,3/1/2022,-23,-17.76758936
Pennsylvania,3/1/2022,-28,-31.45871382
Pennsylvania,3/1/2022,-22,-27.78769668
Pennsylvania,3/1/2022,-26,-15.95933998
Pennsylvania,3/1/2022,-28,-22.22776225
Pennsylvania,3/1/2022,-18,-13.73244846
Pennsylvania,3/1/2022,-11,-17.71937921
Pennsylvania,3/1/2022,-13,-13.08414333
Pennsylvania,3/1/2022,-16,-10.29634628
Pennsylvania,3/1/2022,-13,-13.06048226
Pennsylvania,3/1/2022,-18,-22.74651028
Pennsylvania,3/1/2022,-19,-19.57915132
Pennsylvania,3/1/2022,-27,-35.79883225
Pennsylvania,3/1/2022,-18,-16.68933189
Pennsylvania,3/1/2022,-28,-14.93402627
Pennsylvania,3/1/2022,-12,-18.31720631
Pennsylvania,3/1/2022,-15,-20.66904362
Pennsylvania,3/1/2022,-13,-17.77151846
Wyoming,3/1/2022,-7,-8.328561766
Wyoming,3/1/2022,-16,-7.654318817
California,3/2/2022,-40,-36.49577355
California,3/2/2022,-32,-25.56588571
California,3/2/2022,-26,-30.65582768
California,3/2/2022,-20,-21.42466628
California,3/2/2022,-16,-23.56901177
California,3/2/2022,-12,-9.74293247
California,3/2/2022,-17,-20.23062653
California,3/2/2022,-20,-16.56604303
California,3/2/2022,-10,-12.56361416
California,3/2/2022,-29,-17.58395337
California,3/2/2022,-14,-17.77747304
California,3/2/2022,-36,-32.95630568
California,3/2/2022,-12,-18.50780251
California,3/2/2022,-9,-13.9878307
California,3/2/2022,-24,-14.27517048
California,3/2/2022,-24,-20.92241346
California,3/2/2022,-7,-24.82824661
California,3/2/2022,-29,-24.44660889
California,3/2/2022,-25,-24.8053787
California,3/2/2022,-22,-17.92996929
California,3/2/2022,-31,-29.45387608
California,3/2/2022,-23,-16.34100991
California,3/2/2022,-31,-25.53982136
California,3/2/2022,-52,-44.59053801
California,3/2/2022,-13,-22.61596464
California,3/2/2022,-24,-22.32252159
California,3/2/2022,-42,-40.29921272
California,3/2/2022,-21,-18.30639453
California,3/2/2022,-43,-40.92228634
California,3/2/2022,-31,-25.20393499
California,3/2/2022,-16,-12.87131632
California,3/2/2022,-23,-27.15163561
California,3/2/2022,-26,-16.28065645
California,3/2/2022,-21,-17.79638462
California,3/2/2022,-18,-21.89218713
California,3/2/2022,-25,-20.43085718
California,3/2/2022,-28,-23.88070162
Pennsylvania,3/2/2022,-31,-26.47362129
Pennsylvania,3/2/2022,-15,-20.77754883
Pennsylvania,3/2/2022,-8,-14.05772222
Pennsylvania,3/2/2022,-14,-26.75199589
Pennsylvania,3/2/2022,-23,-14.01647614
Pennsylvania,3/2/2022,-27,-30.57869053
Pennsylvania,3/2/2022,-20,-24.07766813
Pennsylvania,3/2/2022,-26,-22.02638667
Pennsylvania,3/2/2022,-27,-27.05966725
Pennsylvania,3/2/2022,-17,-12.27842108
Pennsylvania,3/2/2022,-10,-18.30571663
Pennsylvania,3/2/2022,-13,-14.10491242
Pennsylvania,3/2/2022,-17,-10.14894158
Pennsylvania,3/2/2022,-14,-7.21083491
Pennsylvania,3/2/2022,-16,-18.46335816
Pennsylvania,3/2/2022,-17,-15.5593745
Pennsylvania,3/2/2022,-28,-35.1842918
Pennsylvania,3/2/2022,-18,-13.09122119
Pennsylvania,3/2/2022,-28,-15.96934053
Pennsylvania,3/2/2022,-15,-13.73682388
Pennsylvania,3/2/2022,-14,-18.88221907
Pennsylvania,3/2/2022,-13,-18.46117458
Wyoming,3/2/2022,-9,-8.452660222
Wyoming,3/2/2022,-17,-8.790975629
California,3/3/2022,-41,-35.41967247
California,3/3/2022,-34,-26.90704551
California,3/3/2022,-25,-25.16228842
California,3/3/2022,-21,-19.90734655
California,3/3/2022,-18,-18.84066415
California,3/3/2022,-11,-9.841569196
California,3/3/2022,-17,-10.29743952
California,3/3/2022,-21,-18.47060046
California,3/3/2022,-11,-17.9298279
California,3/3/2022,-29,-19.46560182
California,3/3/2022,-13,-18.40354638
California,3/3/2022,-36,-32.99367387
California,3/3/2022,-16,-26.91339111
California,3/3/2022,-6,-8.927444253
California,3/3/2022,-25,-14.87792615
California,3/3/2022,-26,-16.18696271
California,3/3/2022,-7,-21.69660648
California,3/3/2022,-28,-24.22063287
California,3/3/2022,-23,-20.49782724
California,3/3/2022,-22,-17.84745078
California,3/3/2022,-30,-29.25754588
California,3/3/2022,-23,-16.90789978
California,3/3/2022,-31,-28.45372246
California,3/3/2022,-51,-46.63373016
California,3/3/2022,-14,-21.69037955
California,3/3/2022,-27,-21.54253672
California,3/3/2022,-43,-40.67764125
California,3/3/2022,-22,-19.23606018
California,3/3/2022,-45,-38.33334091
California,3/3/2022,-33,-23.94140191
California,3/3/2022,-11,-11.38361086
California,3/3/2022,-9,-19.66058266
California,3/3/2022,-26,-27.8603854
California,3/3/2022,-28,-23.78631798
California,3/3/2022,-22,-19.21583351
California,3/3/2022,-16,-17.67750362
California,3/3/2022,-25,-19.28514181
California,3/3/2022,-28,-27.83012093
Pennsylvania,3/3/2022,-32,-29.61191105
Pennsylvania,3/3/2022,-16,-16.08818205
Pennsylvania,3/3/2022,-8,-15.28043222
Pennsylvania,3/3/2022,-15,-30.01911901
Pennsylvania,3/3/2022,-23,-13.24255054
Pennsylvania,3/3/2022,-29,-32.49684876
Pennsylvania,3/3/2022,-22,-27.19740687
Pennsylvania,3/3/2022,-27,-19.84258996
Pennsylvania,3/3/2022,-27,-22.67879553
Pennsylvania,3/3/2022,-17,-10.21257002
Pennsylvania,3/3/2022,-13,-9.785103168
Pennsylvania,3/3/2022,-16,-7.573624294
Pennsylvania,3/3/2022,-17,-13.70146141
Pennsylvania,3/3/2022,-16,-18.68497836
Pennsylvania,3/3/2022,-17,-15.74378228
Pennsylvania,3/3/2022,-26,-36.16321953
Pennsylvania,3/3/2022,-16,-9.179501956
Pennsylvania,3/3/2022,-27,-13.84302676
Pennsylvania,3/3/2022,-12,-19.80974314
Pennsylvania,3/3/2022,-15,-17.97338949
Pennsylvania,3/3/2022,-14,-17.15592637
Wyoming,3/3/2022,-9,-7.771785131
Wyoming,3/3/2022,-16,-4.465182643
California,3/4/2022,-36,-35.39284212
California,3/4/2022,-31,-29.19809627
California,3/4/2022,-26,-27.16672247
California,3/4/2022,-20,-23.55451007
California,3/4/2022,-12,-20.24335686
California,3/4/2022,-19,-18.12745378
California,3/4/2022,-19,-27.12670247
California,3/4/2022,-16,-18.98580887
California,3/4/2022,-8,-13.94774141
California,3/4/2022,-29,-21.8040866
California,3/4/2022,-13,-19.96048531
California,3/4/2022,-35,-31.2679157
California,3/4/2022,-8,-14.34555486
California,3/4/2022,-21,-14.42387067
California,3/4/2022,-25,-17.64352148
California,3/4/2022,-6,-25.61845524
California,3/4/2022,-26,-26.12949547
California,3/4/2022,-22,-23.16893863
California,3/4/2022,-20,-22.8796833
California,3/4/2022,-29,-26.64468232
California,3/4/2022,-21,-19.67279923
California,3/4/2022,-31,-29.72574129
California,3/4/2022,-49,-44.1386338
California,3/4/2022,-12,-26.46198392
California,3/4/2022,-25,-23.67006817
California,3/4/2022,-39,-40.8799886
California,3/4/2022,-20,-17.88390178
California,3/4/2022,-41,-38.7315995
California,3/4/2022,-32,-23.34147688
California,3/4/2022,-10,-17.6640538
California,3/4/2022,-5,-10.71431008
California,3/4/2022,-20,-23.82441491
California,3/4/2022,-24,-17.36178425
California,3/4/2022,-19,-15.84319487
California,3/4/2022,-4,-20.02265089
California,3/4/2022,-17,-24.98988711
California,3/4/2022,-22,-21.88687251
California,3/4/2022,-23,-29.03086057
California,3/4/2022,-11,-19.20863373
Pennsylvania,3/4/2022,-29,-29.03806255
Pennsylvania,3/4/2022,-14,-17.81526095
Pennsylvania,3/4/2022,-8,-10.45011
Pennsylvania,3/4/2022,-17,-32.4381519
Pennsylvania,3/4/2022,-24,-12.17982065
Pennsylvania,3/4/2022,-30,-28.91987613
Pennsylvania,3/4/2022,-23,-23.57970646
Pennsylvania,3/4/2022,-28,-23.68096241
Pennsylvania,3/4/2022,-27,-21.79546542
Pennsylvania,3/4/2022,-17,-10.74013889
Pennsylvania,3/4/2022,-7,-20.12655183
Pennsylvania,3/4/2022,-13,-16.23563828
Pennsylvania,3/4/2022,-14,-9.29666176
Pennsylvania,3/4/2022,-15,-13.48599997
Pennsylvania,3/4/2022,-15,-18.01546362
Pennsylvania,3/4/2022,-25,-37.51782997
Pennsylvania,3/4/2022,-17,-9.01048039
Pennsylvania,3/4/2022,-26,-17.03609295
Pennsylvania,3/4/2022,-13,-18.92732536
Pennsylvania,3/4/2022,-14,-18.87191164
Pennsylvania,3/4/2022,-13,-20.89344263
Wyoming,3/4/2022,-10,-8.99043923
Wyoming,3/4/2022,-16,-8.287843242
California,3/5/2022,-13,-12.93443569
California,3/5/2022,-18,-14.59571722
California,3/5/2022,-15,-14.93255647
California,3/5/2022,-15,-17.27952543
California,3/5/2022,-10,-18.83994152
California,3/5/2022,-10,-20.70713972
California,3/5/2022,-10,-21.14304534
California,3/5/2022,-16,-14.04445941
California,3/5/2022,-17,-15.7809114
California,3/5/2022,-6,-16.75716184
California,3/5/2022,-14,-16.31288711
California,3/5/2022,-17,-24.43270794
California,3/5/2022,-1,-12.56292889
California,3/5/2022,-18,-15.83456803
California,3/5/2022,-10,-14.66297433
California,3/5/2022,-15,-15.58680696
California,3/5/2022,-2,-10.04418615
California,3/5/2022,-13,-15.91772629
California,3/5/2022,-11,-16.05352103
California,3/5/2022,-18,-16.65308223
California,3/5/2022,-18,-16.24700808
California,3/5/2022,-9,-16.56355094
California,3/5/2022,-5,-17.45136854
California,3/5/2022,-19,-16.54175417
California,3/5/2022,-10,-13.09055055
California,3/5/2022,-20,-16.6476642
California,3/5/2022,-4,-13.51713462
California,3/5/2022,-21,-15.74100386
California,3/5/2022,-8,-15.28194379
California,3/5/2022,1,-4.950784311
California,3/5/2022,-8,-16.01502983
California,3/5/2022,-14,-16.06799833
California,3/5/2022,-12,-16.79643583
California,3/5/2022,-7,-7.774256271
California,3/5/2022,-14,-19.21057583
California,3/5/2022,-16,-15.39456219
California,3/5/2022,-8,-13.37244028
California,3/5/2022,0,-2.79025881
Pennsylvania,3/5/2022,-13,-11.87082919
Pennsylvania,3/5/2022,-7,-13.34653366
Pennsylvania,3/5/2022,4,-3.360376365
Pennsylvania,3/5/2022,3,-8.486560424
Pennsylvania,3/5/2022,-1,-10.34215842
Pennsylvania,3/5/2022,-4,-7.966953486
Pennsylvania,3/5/2022,-7,-8.065236554
Pennsylvania,3/5/2022,-13,-9.946771723
Pennsylvania,3/5/2022,-8,-6.23714521
Pennsylvania,3/5/2022,3,-5.860532886
Pennsylvania,3/5/2022,-3,-3.620953712
Pennsylvania,3/5/2022,-13,-12.66700048
Pennsylvania,3/5/2022,-6,-2.72061319
Pennsylvania,3/5/2022,-2,-10.43134155
Pennsylvania,3/5/2022,-4,-7.0299025
Pennsylvania,3/5/2022,-14,-13.68354615
Pennsylvania,3/5/2022,-4,-7.07291353
Pennsylvania,3/5/2022,-7,-8.124562857
Wyoming,3/5/2022,-5,-16.7035714
Wyoming,3/5/2022,-14,-15.34921261
California,3/6/2022,-13,-12.46244035
California,3/6/2022,-12,-13.78975526
California,3/6/2022,-18,-9.181159846
California,3/6/2022,-6,-9.297052782
California,3/6/2022,-10,-17.02843137
California,3/6/2022,-8,-7.797198306
California,3/6/2022,-4,-10.47524711
California,3/6/2022,-9,-13.91316863
California,3/6/2022,-15,-14.26736426
California,3/6/2022,-5,-7.869338416
California,3/6/2022,-7,-12.64492823
California,3/6/2022,1,-3.65161033
California,3/6/2022,-20,-15.78947034
California,3/6/2022,-15,-12.77898613
California,3/6/2022,-9,-16.03194999
California,3/6/2022,-1,-8.465405294
California,3/6/2022,-12,-15.65756632
California,3/6/2022,-11,-13.55914512
California,3/6/2022,-16,-15.83343036
California,3/6/2022,-13,-15.03233597
California,3/6/2022,-10,-15.96072584
California,3/6/2022,-5,-13.6824459
California,3/6/2022,-17,-16.67782729
California,3/6/2022,-14,-12.47170276
California,3/6/2022,-12,-16.71989684
California,3/6/2022,0,-13.01890699
California,3/6/2022,-16,-15.31267157
California,3/6/2022,-9,-9.547039532
California,3/6/2022,-10,-3.504099227
California,3/6/2022,-13,-14.15969502
California,3/6/2022,-13,-15.21966581
California,3/6/2022,-13,-14.74150692
California,3/6/2022,-12,-15.45919608
California,3/6/2022,-13,-15.21920535
California,3/6/2022,-7,-11.86455513
Pennsylvania,3/6/2022,-11,-9.625332825
Pennsylvania,3/6/2022,1,-3.478760085
Pennsylvania,3/6/2022,-1,-7.496117392
Pennsylvania,3/6/2022,-1,-10.48789188
Pennsylvania,3/6/2022,-4,-7.184893633
Pennsylvania,3/6/2022,-13,-7.703112796
Pennsylvania,3/6/2022,-17,-15.45141727
Pennsylvania,3/6/2022,-4,-3.953861463
Pennsylvania,3/6/2022,-7,-9.282768268
Pennsylvania,3/6/2022,-5,-6.57024631
Pennsylvania,3/6/2022,-6,-6.06432538
Pennsylvania,3/6/2022,-7,-6.333151965
Pennsylvania,3/6/2022,-3,-11.2472471
Pennsylvania,3/6/2022,-7,-9.335505507
Pennsylvania,3/6/2022,-20,-16.20077895
Pennsylvania,3/6/2022,-3,-4.677992146
Pennsylvania,3/6/2022,-10,-5.646189805
Pennsylvania,3/6/2022,2,-4.308584551
Wyoming,3/6/2022,-4,-14.27577909
Wyoming,3/6/2022,-10,-13.54261385
California,3/7/2022,-40,-35.75571438
California,3/7/2022,-34,-24.35442617
California,3/7/2022,-26,-29.61932017
California,3/7/2022,-21,-24.04606569
California,3/7/2022,-9,-19.34613041
California,3/7/2022,-6,-11.95201337
California,3/7/2022,-15,-21.5442874
California,3/7/2022,-15,-13.26730977
California,3/7/2022,-10,-14.49869649
California,3/7/2022,-28,-17.44365467
California,3/7/2022,-8,-13.01421111
California,3/7/2022,-37,-32.5069052
California,3/7/2022,-17,-27.56148479
California,3/7/2022,-7,-11.36426295
California,3/7/2022,-21,-14.47505285
California,3/7/2022,-23,-16.13823887
California,3/7/2022,-10,-25.23723545
California,3/7/2022,-28,-16.87786077
California,3/7/2022,-23,-22.19421504
California,3/7/2022,-19,-20.13771484
California,3/7/2022,-30,-27.71762899
California,3/7/2022,-21,-16.68201382
California,3/7/2022,-28,-25.57952594
California,3/7/2022,-55,-45.58529357
California,3/7/2022,-10,-25.03049514
California,3/7/2022,-23,-24.9563128
California,3/7/2022,-43,-40.62471705
California,3/7/2022,-19,-19.50342591
California,3/7/2022,-45,-39.36078567
California,3/7/2022,-30,-24.89982296
California,3/7/2022,-13,-13.0686497
California,3/7/2022,-21,-24.23486756
California,3/7/2022,-27,-16.51256398
California,3/7/2022,-20,-16.09019445
California,3/7/2022,-15,-20.03339173
California,3/7/2022,-25,-18.50605724
California,3/7/2022,-29,-24.05986686
Pennsylvania,3/7/2022,-33,-33.57660632
Pennsylvania,3/7/2022,-19,-24.11260781
Pennsylvania,3/7/2022,-10,-10.8848161
Pennsylvania,3/7/2022,-17,-26.58582937
Pennsylvania,3/7/2022,-25,-16.29983577
Pennsylvania,3/7/2022,-29,-33.00286047
Pennsylvania,3/7/2022,-26,-26.64895529
Pennsylvania,3/7/2022,-29,-11.44155955
Pennsylvania,3/7/2022,-28,-20.14508709
Pennsylvania,3/7/2022,-19,-13.6099521
Pennsylvania,3/7/2022,-10,-15.84511904
Pennsylvania,3/7/2022,-13,-14.96360714
Pennsylvania,3/7/2022,-19,-13.8296127
Pennsylvania,3/7/2022,-18,-8.005772741
Pennsylvania,3/7/2022,-18,-19.58651844
Pennsylvania,3/7/2022,-20,-14.54300118
Pennsylvania,3/7/2022,-31,-38.02330523
Pennsylvania,3/7/2022,-21,-10.05055295
Pennsylvania,3/7/2022,-30,-16.93607998
Pennsylvania,3/7/2022,-15,-20.42668817
Pennsylvania,3/7/2022,-16,-18.98399646
Pennsylvania,3/7/2022,-14,-22.58125051
Wyoming,3/7/2022,-7,-10.76373341
Wyoming,3/7/2022,-17,-10.75083276
California,3/8/2022,-39,-36.16659218
California,3/8/2022,-32,-24.87091507
California,3/8/2022,-28,-26.47849512
California,3/8/2022,-20,-24.74364453
California,3/8/2022,-14,-22.51824666
California,3/8/2022,-10,-12.38894983
California,3/8/2022,-16,-22.21782219
California,3/8/2022,-20,-19.52286626
California,3/8/2022,-29,-17.17745893
California,3/8/2022,-13,-19.66032911
California,3/8/2022,-35,-31.68855048
California,3/8/2022,-10,-25.09487941
California,3/8/2022,-7,-12.40469033
California,3/8/2022,-23,-14.09754102
California,3/8/2022,-24,-15.51613794
California,3/8/2022,-3,-26.99161236
California,3/8/2022,-27,-24.46535829
California,3/8/2022,-22,-25.58938131
California,3/8/2022,-21,-17.01158022
California,3/8/2022,-30,-27.1531783
California,3/8/2022,-23,-15.83542853
California,3/8/2022,-29,-23.98268252
California,3/8/2022,-51,-46.87941635
California,3/8/2022,-14,-25.52509574
California,3/8/2022,-23,-26.04201905
California,3/8/2022,-43,-41.24453993
California,3/8/2022,-21,-18.28340291
California,3/8/2022,-43,-40.73616518
California,3/8/2022,-31,-25.83834384
California,3/8/2022,-12,-14.59928104
California,3/8/2022,-19,-20.15473796
California,3/8/2022,-26,-16.7991987
California,3/8/2022,-21,-18.65544882
California,3/8/2022,-14,-16.8331448
California,3/8/2022,-24,-19.44534888
California,3/8/2022,-28,-22.93911644
Pennsylvania,3/8/2022,-32,-31.12981872
Pennsylvania,3/8/2022,-9,-10.32633327
Pennsylvania,3/8/2022,-16,-27.20652233
Pennsylvania,3/8/2022,-23,-15.9262967
Pennsylvania,3/8/2022,-28,-30.73319821
Pennsylvania,3/8/2022,-21,-26.78945383
Pennsylvania,3/8/2022,-27,-14.0565485
Pennsylvania,3/8/2022,-28,-22.08905217
Pennsylvania,3/8/2022,-18,-14.56397118
Pennsylvania,3/8/2022,-11,-15.93060965
Pennsylvania,3/8/2022,-14,-11.29370379
Pennsylvania,3/8/2022,-16,-9.500221546
Pennsylvania,3/8/2022,-13,-12.2623448
Pennsylvania,3/8/2022,-19,-14.36938447
Pennsylvania,3/8/2022,-19,-12.47702943
Pennsylvania,3/8/2022,-27,-34.47215473
Pennsylvania,3/8/2022,-18,-13.93412419
Pennsylvania,3/8/2022,-28,-16.43678379
Pennsylvania,3/8/2022,-13,-19.70427437
Pennsylvania,3/8/2022,-15,-19.79013477
Pennsylvania,3/8/2022,-12,-16.91021543
Wyoming,3/8/2022,-6,-7.260903025
Wyoming,3/8/2022,-18,-12.79103319
California,3/9/2022,-39,-33.65560305
California,3/9/2022,-32,-24.12072171
California,3/9/2022,-26,-30.15556208
California,3/9/2022,-19,-24.84351548
California,3/9/2022,-14,-26.77795407
California,3/9/2022,-11,-15.69129834
California,3/9/2022,-16,-21.06450725
California,3/9/2022,-18,-14.7990127
California,3/9/2022,-9,-14.30110447
California,3/9/2022,-29,-17.12634561
California,3/9/2022,-13,-17.15944991
California,3/9/2022,-37,-31.85308983
California,3/9/2022,-10,-27.08388906
California,3/9/2022,-8,-13.47562003
California,3/9/2022,-23,-14.79759938
California,3/9/2022,-22,-16.63040203
California,3/9/2022,-6,-27.23509086
California,3/9/2022,-28,-25.01487704
California,3/9/2022,-24,-27.55631388
California,3/9/2022,-21,-16.66103882
California,3/9/2022,-30,-29.19375156
California,3/9/2022,-23,-15.31686659
California,3/9/2022,-30,-23.63172857
California,3/9/2022,-51,-44.65742135
California,3/9/2022,-13,-25.58101552
