sub_region_1,date,workplaces_percent_change_from_baseline,Predicted
California,5/27/2022,-31,-16.45747839
California,5/27/2022,-17,-14.51939079
California,5/27/2022,-40,-29.85404277
California,5/27/2022,-13,-13.06304857
California,5/27/2022,-24,-18.1134543
California,5/27/2022,-35,-19.61154487
California,5/27/2022,-13,-21.95472952
California,5/27/2022,-31,-22.96701214
California,5/27/2022,-29,-27.21617915
California,5/27/2022,-26,-18.86072867
California,5/27/2022,-36,-27.30249338
California,5/27/2022,-28,-17.76420822
California,5/27/2022,-35,-23.25493789
California,5/27/2022,-52,-37.11326457
California,5/27/2022,-18,-23.89060018
California,5/27/2022,-26,-21.06030255
California,5/27/2022,-45,-35.0493454
California,5/27/2022,-24,-17.27414548
California,5/27/2022,-43,-36.03069841
California,5/27/2022,-36,-22.23487806
California,5/27/2022,-15,-19.6139968
California,5/27/2022,-29,-26.16725813
California,5/27/2022,-29,-15.88317646
California,5/27/2022,-28,-19.01870006
California,5/27/2022,-19,-11.51448896
California,5/27/2022,-26,-16.08585653
California,5/27/2022,-29,-22.22031444
Pennsylvania,5/27/2022,-35,-30.73436174
Pennsylvania,5/27/2022,-23,-15.83371774
Pennsylvania,5/27/2022,-20,-24.64011005
Pennsylvania,5/27/2022,-24,-28.45383134
Pennsylvania,5/27/2022,-37,-27.99406772
Pennsylvania,5/27/2022,-31,-29.51019424
Pennsylvania,5/27/2022,-34,-27.65517547
Pennsylvania,5/27/2022,-35,-28.22601708
Pennsylvania,5/27/2022,-20,-16.45195797
Pennsylvania,5/27/2022,-22,-22.66044464
Pennsylvania,5/27/2022,-19,-16.26996125
Pennsylvania,5/27/2022,-26,-16.92105435
Pennsylvania,5/27/2022,-22,-23.95863009
Pennsylvania,5/27/2022,-34,-33.88262326
Pennsylvania,5/27/2022,-24,-21.95476791
Pennsylvania,5/27/2022,-31,-17.28295561
Pennsylvania,5/27/2022,-19,-18.30344803
Pennsylvania,5/27/2022,-22,-23.51975505
Pennsylvania,5/27/2022,-22,-24.65915932
Wyoming,5/27/2022,-29,-12.58235567
Wyoming,5/27/2022,-24,-19.02381215
California,5/28/2022,-22,-15.78520766
California,5/28/2022,-24,-15.65240527
California,5/28/2022,-21,-11.4521651
California,5/28/2022,-21,-14.30048584
California,5/28/2022,-19,-20.53056294
California,5/28/2022,-13,-16.94744943
California,5/28/2022,-13,-12.77277932
California,5/28/2022,-19,-14.94778575
California,5/28/2022,-24,-15.4462489
California,5/28/2022,-12,-15.60287898
California,5/28/2022,-19,-17.86398198
California,5/28/2022,-19,-16.76509755
California,5/28/2022,-5,-10.67518809
California,5/28/2022,-15,-19.98922298
California,5/28/2022,-16,-17.04455126
California,5/28/2022,-22,-15.76559533
California,5/28/2022,-10,-14.62462364
California,5/28/2022,-20,-16.62857492
California,5/28/2022,-17,-15.20862966
California,5/28/2022,-24,-15.38373358
California,5/28/2022,-23,-14.82777135
California,5/28/2022,-17,-18.5819382
California,5/28/2022,-10,-13.79972328
California,5/28/2022,-19,-14.95877134
California,5/28/2022,-18,-13.92107923
California,5/28/2022,-18,-17.20591584
California,5/28/2022,-12,-15.18355912
California,5/28/2022,-23,-15.62422912
California,5/28/2022,-15,-15.01352583
California,5/28/2022,-15,-15.23369073
California,5/28/2022,-19,-15.14230879
California,5/28/2022,-21,-13.79837036
California,5/28/2022,-9,-9.629245644
California,5/28/2022,-19,-12.18650534
California,5/28/2022,-21,-15.76807766
California,5/28/2022,-16,-13.25503607
Pennsylvania,5/28/2022,-21,-16.67434427
Pennsylvania,5/28/2022,-18,-13.05653843
Pennsylvania,5/28/2022,-12,-7.777912743
Pennsylvania,5/28/2022,-11,-5.331374614
Pennsylvania,5/28/2022,-10,-10.95172281
Pennsylvania,5/28/2022,-15,-8.672850233
Pennsylvania,5/28/2022,-15,-8.508489051
Pennsylvania,5/28/2022,-19,-14.30188223
Pennsylvania,5/28/2022,-17,-6.228661609
Pennsylvania,5/28/2022,-11,-7.073488096
Pennsylvania,5/28/2022,-24,-16.06726482
Pennsylvania,5/28/2022,-12,-17.51746168
Pennsylvania,5/28/2022,-12,-11.4615829
Pennsylvania,5/28/2022,-12,-7.631492092
Pennsylvania,5/28/2022,-18,-16.86502627
Pennsylvania,5/28/2022,-9,-13.80211935
Pennsylvania,5/28/2022,-19,-8.664821566
Wyoming,5/28/2022,-15,-8.806081342
California,5/29/2022,-20,-14.49887157
California,5/29/2022,-16,-14.83708222
California,5/29/2022,-21,-15.59136033
California,5/29/2022,-11,-10.8826071
California,5/29/2022,-18,-15.37074515
California,5/29/2022,-12,-15.28416898
California,5/29/2022,-10,-10.28430419
California,5/29/2022,-16,-13.37969013
California,5/29/2022,-20,-15.21511592
California,5/29/2022,-12,-6.777700897
California,5/29/2022,-10,-1.78783647
California,5/29/2022,-15,-22.74049952
California,5/29/2022,-7,-10.2918551
California,5/29/2022,-23,-11.53925942
California,5/29/2022,-19,-9.582759108
California,5/29/2022,-14,-15.59971232
California,5/29/2022,-8,-10.856076
California,5/29/2022,-16,-16.99108659
California,5/29/2022,-16,-14.18482278
California,5/29/2022,-20,-16.65659512
California,5/29/2022,-16,-14.55764044
California,5/29/2022,-16,-14.15992498
California,5/29/2022,-8,-12.44335299
California,5/29/2022,-16,-5.694050488
California,5/29/2022,-21,-13.91150953
California,5/29/2022,-13,-11.14742433
California,5/29/2022,-9,-15.81394241
California,5/29/2022,-20,-11.02622008
California,5/29/2022,-15,-13.03323754
California,5/29/2022,-17,-12.52437231
California,5/29/2022,-16,-13.99691701
California,5/29/2022,-19,-12.99633307
California,5/29/2022,-18,-10.73150806
California,5/29/2022,-15,-15.64691385
California,5/29/2022,-16,-12.04319242
Pennsylvania,5/29/2022,-17,-14.0400494
Pennsylvania,5/29/2022,-13,-7.421624166
Pennsylvania,5/29/2022,-8,-5.647525873
Pennsylvania,5/29/2022,-10,-11.40682024
Pennsylvania,5/29/2022,-13,-7.717446046
Pennsylvania,5/29/2022,-20,-14.69020775
Pennsylvania,5/29/2022,-16,-11.14221154
Pennsylvania,5/29/2022,-12,-7.92268137
Pennsylvania,5/29/2022,-8,-1.428299006
Pennsylvania,5/29/2022,-11,-13.48329099
Pennsylvania,5/29/2022,-14,-10.17441493
Pennsylvania,5/29/2022,-21,-19.59015472
Pennsylvania,5/29/2022,-12,-11.21229375
Pennsylvania,5/29/2022,-20,-8.078884425
Pennsylvania,5/29/2022,-14,-7.964637925
Wyoming,5/29/2022,-13,-7.228745074
California,5/30/2022,-79,-58.04738037
California,5/30/2022,-75,-54.80533983
California,5/30/2022,-70,-59.3357074
California,5/30/2022,-69,-50.82591947
California,5/30/2022,-65,-44.97035397
California,5/30/2022,-49,-33.36900154
California,5/30/2022,-65,-51.88129825
California,5/30/2022,-66,-55.75910052
California,5/30/2022,-58,-47.40787882
California,5/30/2022,-74,-47.76400697
California,5/30/2022,-62,-47.41603563
California,5/30/2022,-73,-57.05535806
California,5/30/2022,-62,-56.56072691
California,5/30/2022,-63,-63.13933772
California,5/30/2022,-61,-39.87945083
California,5/30/2022,-63,-40.81193417
California,5/30/2022,-77,-55.75222076
California,5/30/2022,-72,-56.87033773
California,5/30/2022,-70,-53.80354141
California,5/30/2022,-73,-46.35981267
California,5/30/2022,-71,-50.16376728
California,5/30/2022,-73,-51.21369519
California,5/30/2022,-81,-52.55815089
